score;completeness;rescuebot_action;rescuebot_location;asddadsadsad_action;asddadsadsad_location;world_nr;tick_nr
0;0.0;;(8, 9);;(8, 8);1;3833
0;0.0;;(8, 9);;(8, 8);1;3834
0;0.0;;(8, 9);;(8, 8);1;3835
0;0.0;;(8, 9);;(8, 8);1;3836
0;0.0;;(8, 9);;(8, 8);1;3837
0;0.0;;(8, 9);;(8, 8);1;3838
0;0.0;;(8, 9);;(8, 8);1;3839
0;0.0;;(8, 9);;(8, 8);1;3840
0;0.0;;(8, 9);;(8, 8);1;3841
0;0.0;;(8, 9);;(8, 8);1;3842
0;0.0;;(8, 9);;(8, 8);1;3843
0;0.0;;(8, 9);;(8, 8);1;3844
0;0.0;;(8, 9);;(8, 8);1;3845
0;0.0;;(8, 9);;(8, 8);1;3846
0;0.0;;(8, 9);;(8, 8);1;3847
0;0.0;;(8, 9);;(8, 8);1;3848
0;0.0;;(8, 9);;(8, 8);1;3849
0;0.0;;(8, 9);;(8, 8);1;3850
0;0.0;;(8, 9);;(8, 8);1;3851
0;0.0;;(8, 9);;(8, 8);1;3852
0;0.0;;(8, 9);;(8, 8);1;3853
0;0.0;;(8, 9);MoveEast;(9, 8);1;3854
0;0.0;;(8, 9);;(9, 8);1;3855
0;0.0;;(8, 9);;(9, 8);1;3856
0;0.0;;(8, 9);;(9, 8);1;3857
0;0.0;;(8, 9);;(9, 8);1;3858
0;0.0;;(8, 9);;(9, 8);1;3859
0;0.0;;(8, 9);;(9, 8);1;3860
0;0.0;;(8, 9);;(9, 8);1;3861
0;0.0;;(8, 9);;(9, 8);1;3862
0;0.0;;(8, 9);;(9, 8);1;3863
0;0.0;;(8, 9);;(9, 8);1;3864
0;0.0;;(8, 9);;(9, 8);1;3865
0;0.0;;(8, 9);;(9, 8);1;3866
0;0.0;;(8, 9);;(9, 8);1;3867
0;0.0;;(8, 9);;(9, 8);1;3868
0;0.0;;(8, 9);;(9, 8);1;3869
0;0.0;;(8, 9);;(9, 8);1;3870
0;0.0;;(8, 9);;(9, 8);1;3871
0;0.0;;(8, 9);;(9, 8);1;3872
0;0.0;;(8, 9);;(9, 8);1;3873
0;0.0;;(8, 9);;(9, 8);1;3874
0;0.0;;(8, 9);;(9, 8);1;3875
0;0.0;;(8, 9);;(9, 8);1;3876
0;0.0;;(8, 9);;(9, 8);1;3877
0;0.0;;(8, 9);MoveSouth;(9, 9);1;3878
0;0.0;;(8, 9);;(9, 9);1;3879
0;0.0;;(8, 9);;(9, 9);1;3880
0;0.0;;(8, 9);;(9, 9);1;3881
0;0.0;;(8, 9);;(9, 9);1;3882
0;0.0;;(8, 9);;(9, 9);1;3883
0;0.0;;(8, 9);;(9, 9);1;3884
0;0.0;;(8, 9);;(9, 9);1;3885
0;0.0;;(8, 9);;(9, 9);1;3886
0;0.0;;(8, 9);;(9, 9);1;3887
0;0.0;;(8, 9);;(9, 9);1;3888
0;0.0;;(8, 9);;(9, 9);1;3889
0;0.0;;(8, 9);MoveWest;(8, 9);1;3890
0;0.0;;(8, 9);;(8, 9);1;3891
0;0.0;;(8, 9);;(8, 9);1;3892
0;0.0;;(8, 9);;(8, 9);1;3893
0;0.0;;(8, 9);;(8, 9);1;3894
0;0.0;;(8, 9);;(8, 9);1;3895
0;0.0;;(8, 9);;(8, 9);1;3896
0;0.0;;(8, 9);;(8, 9);1;3897
0;0.0;;(8, 9);;(8, 9);1;3898
0;0.0;;(8, 9);;(8, 9);1;3899
0;0.0;;(8, 9);;(8, 9);1;3900
0;0.0;;(8, 9);;(8, 9);1;3901
0;0.0;;(8, 9);;(8, 9);1;3902
0;0.0;;(8, 9);;(8, 9);1;3903
0;0.0;;(8, 9);;(8, 9);1;3904
0;0.0;;(8, 9);;(8, 9);1;3905
0;0.0;;(8, 9);;(8, 9);1;3906
0;0.0;;(8, 9);;(8, 9);1;3907
0;0.0;;(8, 9);;(8, 9);1;3908
0;0.0;;(8, 9);;(8, 9);1;3909
0;0.0;;(8, 9);;(8, 9);1;3910
0;0.0;;(8, 9);;(8, 9);1;3911
0;0.0;;(8, 9);;(8, 9);1;3912
0;0.0;;(8, 9);;(8, 9);1;3913
0;0.0;;(8, 9);;(8, 9);1;3914
0;0.0;;(8, 9);;(8, 9);1;3915
0;0.0;;(8, 9);;(8, 9);1;3916
0;0.0;;(8, 9);;(8, 9);1;3917
0;0.0;;(8, 9);;(8, 9);1;3918
0;0.0;;(8, 9);;(8, 9);1;3919
0;0.0;;(8, 9);;(8, 9);1;3920
0;0.0;;(8, 9);;(8, 9);1;3921
0;0.0;;(8, 9);;(8, 9);1;3922
0;0.0;;(8, 9);;(8, 9);1;3923
0;0.0;;(8, 9);;(8, 9);1;3924
0;0.0;;(8, 9);;(8, 9);1;3925
0;0.0;;(8, 9);CarryObjectTogether;(8, 9);1;3926
0;0.0;;(8, 9);;(8, 9);1;3927
0;0.0;;(8, 9);;(8, 9);1;3928
0;0.0;;(8, 9);;(8, 9);1;3929
0;0.0;;(8, 9);;(8, 9);1;3930
0;0.0;;(8, 9);;(8, 9);1;3931
0;0.0;;(8, 9);;(8, 9);1;3932
0;0.0;;(8, 9);;(8, 9);1;3933
0;0.0;;(8, 9);;(8, 9);1;3934
0;0.0;;(8, 9);;(8, 9);1;3935
0;0.0;;(8, 9);;(8, 9);1;3936
0;0.0;;(8, 9);;(8, 9);1;3937
0;0.0;;(8, 9);;(8, 9);1;3938
0;0.0;;(8, 9);;(8, 9);1;3939
0;0.0;;(8, 9);;(8, 9);1;3940
0;0.0;;(8, 9);;(8, 9);1;3941
0;0.0;;(8, 9);MoveNorth;(8, 8);1;3942
0;0.0;;(8, 9);;(8, 8);1;3943
0;0.0;;(8, 9);MoveEast;(9, 8);1;3944
0;0.0;;(8, 9);;(9, 8);1;3945
0;0.0;;(8, 9);;(9, 8);1;3946
0;0.0;;(8, 9);;(9, 8);1;3947
0;0.0;;(8, 9);;(9, 8);1;3948
0;0.0;;(8, 9);;(9, 8);1;3949
0;0.0;;(8, 9);;(9, 8);1;3950
0;0.0;;(8, 9);;(9, 8);1;3951
0;0.0;;(8, 9);MoveNorth;(9, 7);1;3952
0;0.0;;(8, 9);;(9, 7);1;3953
0;0.0;;(8, 9);MoveNorth;(9, 6);1;3954
0;0.0;;(8, 9);MoveNorth;(9, 5);1;3955
0;0.0;;(8, 9);;(9, 5);1;3956
0;0.0;;(8, 9);;(9, 5);1;3957
0;0.0;;(8, 9);;(9, 5);1;3958
0;0.0;;(8, 9);;(9, 5);1;3959
0;0.0;;(8, 9);MoveEast;(10, 5);1;3960
0;0.0;;(8, 9);MoveEast;(10, 5);1;3961
0;0.0;;(8, 9);MoveEast;(10, 5);1;3962
0;0.0;;(8, 9);MoveEast;(10, 5);1;3963
0;0.0;;(8, 9);MoveEast;(10, 5);1;3964
0;0.0;;(8, 9);MoveEast;(10, 5);1;3965
0;0.0;;(8, 9);MoveEast;(11, 5);1;3966
0;0.0;;(8, 9);MoveEast;(12, 5);1;3967
0;0.0;;(8, 9);;(12, 5);1;3968
0;0.0;;(8, 9);MoveEast;(13, 5);1;3969
0;0.0;;(8, 9);MoveEast;(14, 5);1;3970
0;0.0;;(8, 9);;(14, 5);1;3971
0;0.0;;(8, 9);MoveEast;(15, 5);1;3972
0;0.0;;(8, 9);MoveEast;(16, 5);1;3973
0;0.0;;(8, 9);;(16, 5);1;3974
0;0.0;;(8, 9);;(16, 5);1;3975
0;0.0;;(8, 9);;(16, 5);1;3976
0;0.0;;(8, 9);;(16, 5);1;3977
0;0.0;;(8, 9);MoveEast;(17, 5);1;3978
0;0.0;;(8, 9);MoveEast;(18, 5);1;3979
0;0.0;;(8, 9);;(18, 5);1;3980
0;0.0;;(8, 9);MoveEast;(19, 5);1;3981
0;0.0;;(8, 9);;(19, 5);1;3982
0;0.0;;(8, 9);MoveEast;(19, 5);1;3983
0;0.0;;(8, 9);MoveEast;(19, 5);1;3984
0;0.0;;(8, 9);MoveEast;(19, 5);1;3985
0;0.0;;(8, 9);MoveEast;(19, 5);1;3986
0;0.0;;(8, 9);MoveEast;(19, 5);1;3987
0;0.0;;(8, 9);MoveEast;(20, 5);1;3988
0;0.0;;(8, 9);MoveEast;(20, 5);1;3989
0;0.0;;(8, 9);MoveEast;(20, 5);1;3990
0;0.0;;(8, 9);MoveEast;(20, 5);1;3991
0;0.0;;(8, 9);MoveEast;(20, 5);1;3992
0;0.0;;(8, 9);MoveEast;(20, 5);1;3993
0;0.0;;(8, 9);MoveEast;(21, 5);1;3994
0;0.0;;(8, 9);MoveEast;(22, 5);1;3995
0;0.0;;(8, 9);MoveEast;(22, 5);1;3996
0;0.0;;(8, 9);MoveEast;(22, 5);1;3997
0;0.0;;(8, 9);MoveEast;(22, 5);1;3998
0;0.0;;(8, 9);MoveEast;(22, 5);1;3999
0;0.0;;(8, 9);MoveEast;(22, 5);1;4000
0;0.0;;(8, 9);MoveEast;(23, 5);1;4001
0;0.0;;(8, 9);MoveSouth;(23, 5);1;4002
0;0.0;;(8, 9);MoveSouth;(23, 5);1;4003
0;0.0;;(8, 9);MoveSouth;(23, 5);1;4004
0;0.0;;(8, 9);MoveSouth;(23, 5);1;4005
0;0.0;;(8, 9);MoveSouth;(23, 5);1;4006
0;0.0;;(8, 9);MoveSouth;(23, 6);1;4007
0;0.0;;(8, 9);MoveSouth;(23, 7);1;4008
0;0.0;;(8, 9);;(23, 7);1;4009
0;0.0;;(8, 9);;(23, 7);1;4010
0;0.0;;(8, 9);MoveSouth;(23, 8);1;4011
0;0.0;;(8, 9);;(23, 8);1;4012
0;0.0;;(8, 9);MoveSouth;(23, 9);1;4013
0;0.0;;(8, 9);;(23, 9);1;4014
0;0.0;;(8, 9);MoveSouth;(23, 10);1;4015
0;0.0;;(8, 9);MoveSouth;(23, 11);1;4016
0;0.0;;(8, 9);;(23, 11);1;4017
0;0.0;;(8, 9);MoveSouth;(23, 12);1;4018
0;0.0;;(8, 9);;(23, 12);1;4019
0;0.0;;(8, 9);;(23, 12);1;4020
0;0.0;;(8, 9);;(23, 12);1;4021
0;0.0;;(8, 9);;(23, 12);1;4022
0;0.0;;(8, 9);;(23, 12);1;4023
0;0.0;;(8, 9);;(23, 12);1;4024
0;0.0;;(8, 9);;(23, 12);1;4025
0;0.0;;(8, 9);MoveNorth;(23, 11);1;4026
0;0.0;;(8, 9);;(23, 11);1;4027
0;0.0;;(8, 9);;(23, 11);1;4028
0;0.0;;(8, 9);;(23, 11);1;4029
0;0.0;;(8, 9);;(23, 11);1;4030
0;0.0;;(8, 9);;(23, 11);1;4031
0;0.0;;(8, 9);;(23, 11);1;4032
0;0.0;;(8, 9);;(23, 11);1;4033
0;0.0;;(8, 9);;(23, 11);1;4034
0;0.0;;(8, 9);;(23, 11);1;4035
0;0.0;;(8, 9);;(23, 11);1;4036
0;0.0;;(8, 9);;(23, 11);1;4037
0;0.0;;(8, 9);;(23, 11);1;4038
0;0.0;;(8, 9);;(23, 11);1;4039
0;0.0;;(8, 9);;(23, 11);1;4040
0;0.0;;(8, 9);;(23, 11);1;4041
0;0.0;;(8, 9);;(23, 11);1;4042
0;0.0;;(8, 9);;(23, 11);1;4043
0;0.0;;(8, 9);;(23, 11);1;4044
0;0.0;;(8, 9);;(23, 11);1;4045
0;0.0;;(8, 9);;(23, 11);1;4046
6;0.125;;(23, 11);DropObjectTogether;(23, 11);1;4047
6;0.125;MoveWest;(23, 11);;(23, 11);1;4048
6;0.125;MoveWest;(23, 11);;(23, 11);1;4049
6;0.125;MoveWest;(23, 11);;(23, 11);1;4050
6;0.125;MoveWest;(23, 11);;(23, 11);1;4051
6;0.125;MoveWest;(23, 11);;(23, 11);1;4052
6;0.125;MoveWest;(23, 11);;(23, 11);1;4053
6;0.125;MoveWest;(23, 11);;(23, 11);1;4054
6;0.125;MoveWest;(23, 11);;(23, 11);1;4055
6;0.125;MoveWest;(22, 11);;(23, 11);1;4056
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;4057
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;4058
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;4059
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;4060
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;4061
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;4062
6;0.125;MoveNorthWest;(22, 11);MoveWest;(22, 11);1;4063
6;0.125;MoveNorthWest;(22, 11);;(22, 11);1;4064
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;4065
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;4066
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;4067
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;4068
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;4069
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;4070
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;4071
6;0.125;MoveNorthWest;(21, 10);MoveWest;(21, 11);1;4072
6;0.125;MoveNorthWest;(21, 10);;(21, 11);1;4073
6;0.125;MoveNorthWest;(20, 9);;(21, 11);1;4074
6;0.125;MoveNorthWest;(20, 9);;(21, 11);1;4075
6;0.125;MoveNorthWest;(20, 9);;(21, 11);1;4076
6;0.125;MoveNorthWest;(20, 9);MoveWest;(20, 11);1;4077
6;0.125;MoveNorthWest;(20, 9);;(20, 11);1;4078
6;0.125;MoveNorthWest;(20, 9);MoveNorth;(20, 10);1;4079
6;0.125;MoveNorthWest;(20, 9);;(20, 10);1;4080
6;0.125;MoveNorthWest;(20, 9);MoveNorth;(20, 9);1;4081
6;0.125;MoveNorthWest;(20, 9);;(20, 9);1;4082
6;0.125;MoveNorthWest;(19, 8);;(20, 9);1;4083
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(20, 8);1;4084
6;0.125;MoveNorthWest;(19, 8);;(20, 8);1;4085
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(20, 7);1;4086
6;0.125;MoveNorthWest;(19, 8);;(20, 7);1;4087
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(20, 6);1;4088
6;0.125;MoveNorthWest;(19, 8);;(20, 6);1;4089
6;0.125;MoveNorthWest;(19, 8);;(20, 6);1;4090
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(20, 5);1;4091
6;0.125;MoveNorthWest;(19, 8);;(20, 5);1;4092
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(20, 5);1;4093
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(20, 5);1;4094
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(20, 5);1;4095
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(20, 5);1;4096
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(20, 5);1;4097
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(20, 5);1;4098
6;0.125;MoveNorthWest;(18, 7);MoveWest;(20, 5);1;4099
6;0.125;MoveNorthWest;(18, 7);MoveWest;(20, 5);1;4100
6;0.125;MoveNorthWest;(18, 7);MoveWest;(20, 5);1;4101
6;0.125;MoveNorthWest;(18, 7);MoveWest;(20, 5);1;4102
6;0.125;MoveNorthWest;(18, 7);MoveWest;(20, 5);1;4103
6;0.125;MoveNorthWest;(18, 7);MoveWest;(19, 5);1;4104
6;0.125;MoveNorthWest;(18, 7);MoveWest;(19, 5);1;4105
6;0.125;MoveNorthWest;(17, 6);MoveWest;(19, 5);1;4106
6;0.125;MoveWest;(17, 6);MoveWest;(19, 5);1;4107
6;0.125;MoveWest;(17, 6);MoveWest;(19, 5);1;4108
6;0.125;MoveWest;(17, 6);MoveWest;(19, 5);1;4109
6;0.125;MoveWest;(17, 6);MoveWest;(18, 5);1;4110
6;0.125;MoveWest;(17, 6);MoveWest;(17, 5);1;4111
6;0.125;MoveWest;(17, 6);;(17, 5);1;4112
6;0.125;MoveWest;(17, 6);;(17, 5);1;4113
6;0.125;MoveWest;(17, 6);;(17, 5);1;4114
6;0.125;MoveWest;(16, 6);;(17, 5);1;4115
6;0.125;MoveWest;(16, 6);;(17, 5);1;4116
6;0.125;MoveWest;(16, 6);;(17, 5);1;4117
6;0.125;MoveWest;(16, 6);;(17, 5);1;4118
6;0.125;MoveWest;(16, 6);MoveSouth;(17, 6);1;4119
6;0.125;MoveWest;(16, 6);;(17, 6);1;4120
6;0.125;MoveWest;(16, 6);;(17, 6);1;4121
6;0.125;MoveWest;(16, 6);;(17, 6);1;4122
6;0.125;MoveWest;(16, 6);;(17, 6);1;4123
6;0.125;MoveWest;(15, 6);MoveWest;(16, 6);1;4124
6;0.125;MoveWest;(15, 6);MoveWest;(15, 6);1;4125
6;0.125;MoveWest;(15, 6);;(15, 6);1;4126
6;0.125;MoveWest;(15, 6);;(15, 6);1;4127
6;0.125;MoveWest;(15, 6);;(15, 6);1;4128
6;0.125;MoveWest;(15, 6);MoveWest;(14, 6);1;4129
6;0.125;MoveWest;(15, 6);;(14, 6);1;4130
6;0.125;MoveWest;(15, 6);MoveWest;(13, 6);1;4131
6;0.125;MoveWest;(15, 6);;(13, 6);1;4132
6;0.125;MoveWest;(14, 6);;(13, 6);1;4133
6;0.125;MoveWest;(14, 6);;(13, 6);1;4134
6;0.125;MoveWest;(14, 6);;(13, 6);1;4135
6;0.125;MoveWest;(14, 6);;(13, 6);1;4136
6;0.125;MoveWest;(14, 6);;(13, 6);1;4137
6;0.125;MoveWest;(14, 6);;(13, 6);1;4138
6;0.125;MoveWest;(14, 6);;(13, 6);1;4139
6;0.125;MoveWest;(14, 6);;(13, 6);1;4140
6;0.125;MoveWest;(14, 6);;(13, 6);1;4141
6;0.125;MoveWest;(13, 6);;(13, 6);1;4142
6;0.125;MoveWest;(13, 6);;(13, 6);1;4143
6;0.125;MoveWest;(13, 6);;(13, 6);1;4144
6;0.125;MoveWest;(13, 6);;(13, 6);1;4145
6;0.125;MoveWest;(13, 6);;(13, 6);1;4146
6;0.125;MoveWest;(13, 6);;(13, 6);1;4147
6;0.125;MoveWest;(13, 6);;(13, 6);1;4148
6;0.125;MoveWest;(13, 6);;(13, 6);1;4149
6;0.125;MoveWest;(13, 6);;(13, 6);1;4150
6;0.125;MoveWest;(12, 6);;(13, 6);1;4151
6;0.125;MoveWest;(12, 6);;(13, 6);1;4152
6;0.125;MoveWest;(12, 6);;(13, 6);1;4153
6;0.125;MoveWest;(12, 6);;(13, 6);1;4154
6;0.125;MoveWest;(12, 6);;(13, 6);1;4155
6;0.125;MoveWest;(12, 6);;(13, 6);1;4156
6;0.125;MoveWest;(12, 6);;(13, 6);1;4157
6;0.125;MoveWest;(12, 6);;(13, 6);1;4158
6;0.125;MoveWest;(12, 6);;(13, 6);1;4159
6;0.125;MoveWest;(12, 6);;(13, 6);1;4160
6;0.125;MoveWest;(12, 6);;(13, 6);1;4161
6;0.125;MoveWest;(12, 6);;(13, 6);1;4162
6;0.125;MoveWest;(12, 6);;(13, 6);1;4163
6;0.125;MoveWest;(12, 6);;(13, 6);1;4164
6;0.125;MoveWest;(11, 6);;(13, 6);1;4165
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4166
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4167
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4168
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4169
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4170
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4171
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4172
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4173
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4174
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4175
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4176
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4177
6;0.125;MoveNorthWest;(11, 6);;(13, 6);1;4178
6;0.125;MoveNorthWest;(10, 5);;(13, 6);1;4179
6;0.125;MoveWest;(10, 5);;(13, 6);1;4180
6;0.125;MoveWest;(10, 5);;(13, 6);1;4181
6;0.125;MoveWest;(10, 5);;(13, 6);1;4182
6;0.125;MoveWest;(10, 5);;(13, 6);1;4183
6;0.125;MoveWest;(10, 5);;(13, 6);1;4184
6;0.125;MoveWest;(10, 5);;(13, 6);1;4185
6;0.125;MoveWest;(10, 5);;(13, 6);1;4186
6;0.125;MoveWest;(10, 5);;(13, 6);1;4187
6;0.125;MoveWest;(10, 5);;(13, 6);1;4188
6;0.125;MoveWest;(10, 5);;(13, 6);1;4189
6;0.125;MoveWest;(10, 5);;(13, 6);1;4190
6;0.125;MoveWest;(10, 5);;(13, 6);1;4191
6;0.125;MoveWest;(10, 5);;(13, 6);1;4192
6;0.125;MoveWest;(9, 5);;(13, 6);1;4193
6;0.125;;(9, 5);;(13, 6);1;4194
6;0.125;;(9, 5);;(13, 6);1;4195
6;0.125;;(9, 5);;(13, 6);1;4196
6;0.125;;(9, 5);;(13, 6);1;4197
6;0.125;;(9, 5);;(13, 6);1;4198
6;0.125;;(9, 5);;(13, 6);1;4199
6;0.125;;(9, 5);;(13, 6);1;4200
6;0.125;;(9, 5);;(13, 6);1;4201
6;0.125;;(9, 5);;(13, 6);1;4202
6;0.125;;(9, 5);;(13, 6);1;4203
6;0.125;;(9, 5);;(13, 6);1;4204
6;0.125;;(9, 5);;(13, 6);1;4205
6;0.125;;(9, 5);;(13, 6);1;4206
6;0.125;;(9, 5);;(13, 6);1;4207
6;0.125;;(9, 5);;(13, 6);1;4208
6;0.125;;(9, 5);;(13, 6);1;4209
6;0.125;;(9, 5);;(13, 6);1;4210
6;0.125;;(9, 5);;(13, 6);1;4211
6;0.125;;(9, 5);;(13, 6);1;4212
6;0.125;;(9, 5);;(13, 6);1;4213
6;0.125;;(9, 5);;(13, 6);1;4214
6;0.125;;(9, 5);;(13, 6);1;4215
6;0.125;;(9, 5);;(13, 6);1;4216
6;0.125;;(9, 5);;(13, 6);1;4217
6;0.125;;(9, 5);;(13, 6);1;4218
6;0.125;;(9, 5);;(13, 6);1;4219
6;0.125;;(9, 5);;(13, 6);1;4220
6;0.125;;(9, 5);;(13, 6);1;4221
6;0.125;;(9, 5);;(13, 6);1;4222
6;0.125;;(9, 5);;(13, 6);1;4223
6;0.125;;(9, 5);;(13, 6);1;4224
6;0.125;;(9, 5);;(13, 6);1;4225
6;0.125;;(9, 5);;(13, 6);1;4226
6;0.125;;(9, 5);;(13, 6);1;4227
6;0.125;;(9, 5);;(13, 6);1;4228
6;0.125;;(9, 5);;(13, 6);1;4229
6;0.125;;(9, 5);;(13, 6);1;4230
6;0.125;;(9, 5);;(13, 6);1;4231
6;0.125;;(9, 5);;(13, 6);1;4232
6;0.125;;(9, 5);;(13, 6);1;4233
6;0.125;;(9, 5);;(13, 6);1;4234
6;0.125;;(9, 5);;(13, 6);1;4235
6;0.125;;(9, 5);;(13, 6);1;4236
6;0.125;;(9, 5);;(13, 6);1;4237
6;0.125;;(9, 5);;(13, 6);1;4238
6;0.125;;(9, 5);;(13, 6);1;4239
6;0.125;;(9, 5);;(13, 6);1;4240
6;0.125;;(9, 5);;(13, 6);1;4241
6;0.125;;(9, 5);;(13, 6);1;4242
6;0.125;;(9, 5);;(13, 6);1;4243
6;0.125;;(9, 5);;(13, 6);1;4244
6;0.125;;(9, 5);;(13, 6);1;4245
6;0.125;;(9, 5);;(13, 6);1;4246
6;0.125;;(9, 5);;(13, 6);1;4247
6;0.125;;(9, 5);;(13, 6);1;4248
6;0.125;;(9, 5);;(13, 6);1;4249
6;0.125;;(9, 5);;(13, 6);1;4250
6;0.125;;(9, 5);;(13, 6);1;4251
6;0.125;;(9, 5);;(13, 6);1;4252
6;0.125;;(9, 5);;(13, 6);1;4253
6;0.125;;(9, 5);;(13, 6);1;4254
6;0.125;;(9, 5);;(13, 6);1;4255
6;0.125;;(9, 5);;(13, 6);1;4256
6;0.125;;(9, 5);;(13, 6);1;4257
6;0.125;;(9, 5);;(13, 6);1;4258
6;0.125;;(9, 5);;(13, 6);1;4259
6;0.125;;(9, 5);;(13, 6);1;4260
6;0.125;;(9, 5);;(13, 6);1;4261
6;0.125;;(9, 5);;(13, 6);1;4262
6;0.125;;(9, 5);;(13, 6);1;4263
6;0.125;;(9, 5);;(13, 6);1;4264
6;0.125;;(9, 5);;(13, 6);1;4265
6;0.125;;(9, 5);;(13, 6);1;4266
6;0.125;;(9, 5);;(13, 6);1;4267
6;0.125;;(9, 5);;(13, 6);1;4268
6;0.125;;(9, 5);;(13, 6);1;4269
6;0.125;;(9, 5);;(13, 6);1;4270
6;0.125;;(9, 5);MoveWest;(12, 6);1;4271
6;0.125;;(9, 5);;(12, 6);1;4272
6;0.125;;(9, 5);;(12, 6);1;4273
6;0.125;;(9, 5);;(12, 6);1;4274
6;0.125;;(9, 5);;(12, 6);1;4275
6;0.125;;(9, 5);;(12, 6);1;4276
6;0.125;;(9, 5);;(12, 6);1;4277
6;0.125;;(9, 5);;(12, 6);1;4278
6;0.125;;(9, 5);;(12, 6);1;4279
6;0.125;;(9, 5);;(12, 6);1;4280
6;0.125;;(9, 5);;(12, 6);1;4281
6;0.125;;(9, 5);;(12, 6);1;4282
6;0.125;;(9, 5);;(12, 6);1;4283
6;0.125;;(9, 5);;(12, 6);1;4284
6;0.125;;(9, 5);;(12, 6);1;4285
6;0.125;;(9, 5);;(12, 6);1;4286
6;0.125;;(9, 5);;(12, 6);1;4287
6;0.125;;(9, 5);;(12, 6);1;4288
6;0.125;;(9, 5);;(12, 6);1;4289
6;0.125;;(9, 5);;(12, 6);1;4290
6;0.125;;(9, 5);;(12, 6);1;4291
6;0.125;;(9, 5);;(12, 6);1;4292
6;0.125;;(9, 5);;(12, 6);1;4293
6;0.125;;(9, 5);;(12, 6);1;4294
6;0.125;;(9, 5);;(12, 6);1;4295
6;0.125;;(9, 5);;(12, 6);1;4296
6;0.125;;(9, 5);;(12, 6);1;4297
6;0.125;;(9, 5);;(12, 6);1;4298
6;0.125;;(9, 5);;(12, 6);1;4299
6;0.125;;(9, 5);;(12, 6);1;4300
6;0.125;;(9, 5);;(12, 6);1;4301
6;0.125;;(9, 5);;(12, 6);1;4302
6;0.125;;(9, 5);;(12, 6);1;4303
6;0.125;;(9, 5);;(12, 6);1;4304
6;0.125;;(9, 5);;(12, 6);1;4305
6;0.125;;(9, 5);;(12, 6);1;4306
6;0.125;;(9, 5);;(12, 6);1;4307
6;0.125;;(9, 5);;(12, 6);1;4308
6;0.125;;(9, 5);;(12, 6);1;4309
6;0.125;;(9, 5);;(12, 6);1;4310
6;0.125;;(9, 5);;(12, 6);1;4311
6;0.125;;(9, 5);;(12, 6);1;4312
6;0.125;;(9, 5);;(12, 6);1;4313
6;0.125;;(9, 5);;(12, 6);1;4314
6;0.125;;(9, 5);;(12, 6);1;4315
6;0.125;;(9, 5);;(12, 6);1;4316
6;0.125;;(9, 5);;(12, 6);1;4317
6;0.125;;(9, 5);;(12, 6);1;4318
6;0.125;;(9, 5);;(12, 6);1;4319
6;0.125;;(9, 5);;(12, 6);1;4320
6;0.125;;(9, 5);;(12, 6);1;4321
6;0.125;;(9, 5);;(12, 6);1;4322
6;0.125;;(9, 5);;(12, 6);1;4323
6;0.125;;(9, 5);;(12, 6);1;4324
6;0.125;;(9, 5);;(12, 6);1;4325
6;0.125;;(9, 5);;(12, 6);1;4326
6;0.125;;(9, 5);;(12, 6);1;4327
6;0.125;;(9, 5);;(12, 6);1;4328
6;0.125;;(9, 5);;(12, 6);1;4329
6;0.125;;(9, 5);;(12, 6);1;4330
6;0.125;;(9, 5);;(12, 6);1;4331
6;0.125;;(9, 5);;(12, 6);1;4332
6;0.125;;(9, 5);;(12, 6);1;4333
